0.1,0.172434547
0.15,0.172434547
0.2,0.172434547
0.25,0.150370939
0.3,0.149498514
0.35,0.139494751
0.4,0.175061052
0.45,0.20295059
0.5,0.164155232
0.55,0.153758391
0.6,0.163012888
0.65,0.18936805
0.7,0.224475882
0.75,0.186948729
0.8,0.187827192
0.85,0.221370004
0.9,0.259276391
0.95,0.243243727
1,0.283182907
1.05,0.254329435
1.1,0.271651931
1.15,0.27250151
1.2,0.284522046
1.25,0.295797354
1.3,0.302784108
1.35,0.29065237
1.4,0.306560046
1.45,0.283148998
1.5,0.287873537
1.55,0.318982662
1.6,0.336412347
1.65,0.359464505
1.7,0.338310305
1.75,0.320175238
1.8,0.295512933
1.85,0.317313936
1.9,0.309111048
1.95,0.274014215
2,0.244989919
2.05,0.250101998
2.1,0.24436986
2.15,0.279603132
2.2,0.284628397
2.25,0.277792887
2.3,0.311434326
2.35,0.349439132
2.4,0.378460623
2.45,0.364003625
2.5,0.350091529
2.55,0.333613891
2.6,0.312350522
2.65,0.318042522
2.7,0.309681426
2.75,0.275152164
2.8,0.250294301
2.85,0.274097245
2.9,0.306537827
2.95,0.342127807
3,0.355945897
3.05,0.385957906
3.1,0.422759319
3.15,0.422077276
3.2,0.453134539
3.25,0.48896385
3.3,0.52
3.35,0.484746026
3.4,0.451706847
3.45,0.477376476
3.5,0.47554003
3.55,0.452698863
3.6,0.452480273
3.65,0.482845316
3.7,0.461664397
3.75,0.476944573
3.8,0.484580248
3.85,0.484590356
3.9,0.451596115
3.95,0.417567218
4,0.452192537
4.05,0.412296532
4.1,0.374816021
4.15,0.339728846
4.2,0.325939524
4.25,0.317490338
4.3,0.316099805
4.35,0.301704115
4.4,0.269884378
4.45,0.291131727
4.5,0.266550658
4.55,0.297893767
4.6,0.284499755
4.65,0.316868164
4.7,0.282047034
4.75,0.315443077
4.8,0.343261519
4.85,0.305834461
4.9,0.270291534
4.95,0.25163268
5,0.214750199
5.05,0.200575332
5.1,0.186496069
5.15,0.153730692
5.2,0.18054271
5.25,0.165954035
5.3,0.167256557
5.35,0.205551544
5.4,0.191780655
5.45,0.151968304
5.5,0.147404597
5.55,0.179479292
5.6,0.158594464
5.65,0.127584787
5.7,0.102137758
5.75,0.103127186
5.8,0.08
5.85,0.08930068
5.9,0.118951267
5.95,0.118951267
6,0.118951267
